6353435,141227,2,231339;231353,34163;34136
5577979,57471,5,231332;231325;231355;244973;231338,34164;34112;34076;34165;34174
6621058,124919,6,231332;231325;231355;244973;231338;231365,34164;34112;34076;34165;34053;34174
5578267,35643,0,,
5578314,121106,7,231353;231332;231345;231325;231355;244973;231338,34136;34112;34170;34164;34165;34174;34076
5578395,64369,7,231332;231299;231345;231355;244973;231338;231365,34149;34112;34076;34170;34165;34053;34174
5578777,52299,0,,
5578962,121457,1,231355,34165
5579307,40508,5,231332;231345;231325;231355;231338,34164;34112;34076;34170;34165
5579329,49020,0,,
5579334,119260,3,231299;231338;231339,34149;34076;34163
5579358,86427,0,,
5579419,84489,0,,
5579484,19612,3,231299;231338;231365,34149;34076;34053
5579508,26329,6,231353;231332;231325;231355;244973;231338,34164;34112;34076;34136;34165;34174
5579627,1514,2,231338;231339,34076;34163
5579678,63897,0,,
5579720,57044,2,231299;231338,34149;34076
5579765,128955,6,231332;231299;231345;244973;231338;231365,34149;34112;34076;34170;34053;34174
5579784,94478,0,,
5579821,137276,6,231332;231299;244973;231338;231365;231339,34149;34112;34076;34163;34053;34174
5579892,121830,3,231299;231338;231339,34149;34076;34163
5579915,1532,0,,
5579933,63342,6,231332;231299;231345;231325;244973;231338,34149;34164;34112;34076;34170;34174
5580053,61609,3,231299;231338;231339,34149;34076;34163
5580305,46863,0,,
5580331,128467,7,231332;231299;231345;231355;244973;231338;231365,34149;34112;34076;34170;34165;34053;34174
5580427,1213,2,231338;231353,34076;34136
5580469,124034,0,,
5580486,139693,0,,
5580533,18550,3,231299;231338;231339,34149;34076;34163
5580556,3740,0,,
5580592,137207,7,231332;231299;231325;231355;244973;231338;231365,34112;34149;34164;34165;34174;34076;34053
5580655,5216,2,231338;231353,34076;34136
5580691,107623,0,,
5580747,36572,6,231332;231299;231345;231355;244973;231338,34149;34112;34076;34170;34165;34174
5580897,56774,6,231332;231345;231325;231355;244973;231338,34164;34112;34076;34170;34165;34174
5580906,35175,2,231338;231339,34076;34163
5580951,61467,0,,
5581019,74246,0,,
5581042,24465,0,,
5581095,55331,3,231299;231338;231339,34149;34076;34163
5581146,35533,0,,
5581148,36138,6,231332;231299;231345;244973;231338;231365,34149;34112;34076;34170;34053;34174
5581214,114648,6,231332;231338;231345;231355;231365;244973,34112;34076;34170;34165;34053;34174
5581381,109235,7,231332;231345;231325;231355;244973;231338;231339,34112;34170;34164;34165;34174;34076;34163
5581471,8068,5,231332;231345;231325;231355;231338,34164;34112;34076;34170;34165
5581522,43433,0,,
5581524,141043,3,231299;231338;231339,34149;34076;34163
5581595,62076,5,231332;231338;231355;231365;244973,34112;34076;34165;34053;34174
5581611,40091,0,,
5581622,120397,0,,
5581651,113092,7,231353;231332;231345;231355;244973;231338;231365,34136;34112;34170;34165;34174;34076;34053
5581769,124222,0,,
5581785,91359,6,231332;231299;231355;244973;231338;231365,34149;34112;34076;34165;34053;34174
5581798,137391,0,,
5581800,28771,6,231353;231345;231325;231355;244973;231338,34164;34076;34170;34136;34165;34174
5581926,2322,0,,
5582006,42262,7,231353;231332;231345;231325;231355;244973;231339,34136;34112;34170;34164;34165;34174;34163
5582020,61928,6,231332;231355;244973;231338;231365;231339,34112;34076;34163;34165;34053;34174
5582101,56196,2,231299;231338,34149;34076
5582103,19974,6,231332;231299;231345;231355;244973;231365,34149;34112;34170;34165;34053;34174
5582125,137889,7,231332;231299;231345;231355;244973;231365;231339,34112;34149;34170;34165;34174;34053;34163
5582163,20583,6,231332;231299;231345;231325;244973;231338,34149;34164;34112;34076;34170;34174
5582348,61666,0,,
6891557,140805,0,,
5582540,62132,7,231345;231325;231355;244973;231338;231365;231339,34170;34164;34165;34174;34076;34053;34163
5582666,140549,3,231299;231338;231339,34149;34076;34163
5582670,133573,3,231299;231338;231339,34149;34076;34163
5582856,8488,0,,
5582909,133616,0,,
5583042,34954,0,,
5583187,61541,7,231353;231332;231299;231345;231325;231355;244973,34136;34112;34149;34170;34164;34165;34174
5583223,120768,6,231332;231345;231325;231355;244973;231339,34164;34112;34163;34170;34165;34174
5583227,141125,0,,
5583292,22693,0,,
5583300,130973,6,231332;231345;231325;231355;244973;231338,34164;34112;34076;34170;34165;34174
5583313,140157,2,231299;231338,34149;34076
5583326,617,2,231299;231338,34149;34076
5583453,33861,0,,
5583475,111984,6,231332;231345;231325;231355;244973;231338,34164;34112;34076;34170;34165;34174
5583501,117208,3,231299;231338;231339,34149;34076;34163
5583561,136011,6,231332;231345;244973;231338;231365;231339,34112;34076;34163;34170;34053;34174
5583569,118974,6,231332;231345;231355;244973;231338;231365,34112;34076;34170;34165;34053;34174
5583689,25603,0,,
5583705,63816,0,,
5583707,99785,3,231299;231338;231339,34149;34076;34163
5583771,121563,3,231299;231338;231339,34149;34076;34163
5583777,1174,6,231332;231325;231355;244973;231338;231365,34164;34112;34076;34165;34053;34174
5583970,105533,6,231332;231299;231345;231355;244973;231365,34149;34112;34170;34165;34053;34174
5584110,136633,7,231353;231332;231345;231325;244973;231338;231365,34136;34112;34170;34164;34174;34076;34053
5584283,38673,6,231332;231299;231345;231325;231355;231338,34149;34164;34112;34076;34170;34165
5584317,18804,6,231332;231325;231355;244973;231338;231365,34164;34112;34076;34165;34053;34174
5584340,118098,4,231299;231355;244973;231339,34149;34163;34165;34174
5584654,11775,7,231332;231325;231355;244973;231338;231365;231339,34112;34164;34165;34174;34076;34053;34163
5584685,43252,0,,
5584693,141439,0,,
5584753,70106,0,,
5584843,126623,7,231353;231332;231299;231345;231325;231355;244973,34136;34112;34149;34170;34164;34165;34174
5584851,37167,6,231332;231299;231345;244973;231338;231365,34149;34112;34076;34170;34053;34174
5584925,6973,0,,
6611346,140377,0,,
5585161,129996,0,,
5585177,43844,0,,
5585268,114667,6,231332;231299;231345;231325;231355;244973,34149;34164;34112;34170;34165;34174
5585298,37261,3,231299;231338;231339,34149;34076;34163
5585323,94289,0,,
5585363,47098,0,,
5585388,119135,0,,
5585438,136383,0,,
5585490,120162,7,231353;231332;231325;231355;244973;231365;231339,34136;34112;34164;34165;34174;34053;34163
5585585,126207,0,,
5585651,9190,7,231332;231299;231345;231355;244973;231338;231365,34149;34112;34076;34170;34165;34053;34174
5585791,110746,0,,
5586000,66538,0,,
5586220,133523,0,,
5586263,121944,7,231332;231299;231345;231355;244973;231338;231365,34149;34112;34076;34170;34165;34053;34174
5586277,94654,7,231332;231325;231355;244973;231338;231365;231339,34112;34164;34165;34174;34076;34053;34163
5586456,2290,0,,
5586598,40130,0,,
5586662,28035,5,231332;231345;231355;231338;231365,34112;34076;34170;34165;34053
5586754,62364,0,,
5586963,27971,7,231332;231299;231345;231355;244973;231338;231365,34149;34112;34076;34170;34165;34053;34174
5587055,71915,0,,
5587067,30419,0,,
5587253,141437,0,,
5587429,50647,0,,
5587535,91661,0,,
5587677,61155,6,231353;231299;231345;231355;244973;231365,34149;34170;34136;34165;34053;34174
5588063,118766,6,231332;231299;231345;231325;244973;231338,34149;34164;34112;34076;34170;34174
5588124,54649,7,231353;231345;231325;231355;244973;231365;231339,34136;34170;34164;34165;34174;34053;34163
5588136,136789,0,,
5588385,43569,6,231332;231345;231325;231355;244973;231365,34164;34112;34170;34165;34053;34174
5588480,15420,7,231332;231299;231345;231355;244973;231338;231365,34149;34112;34076;34170;34165;34053;34174
5588534,63141,0,,
5588618,29003,0,,
5588846,17583,7,231332;231299;231345;231355;244973;231338;231365,34149;34112;34076;34170;34165;34053;34174
5588968,46977,0,,
5589007,55311,0,,
5589087,51910,7,231332;231299;231345;231355;244973;231338;231365,34149;34112;34076;34170;34165;34053;34174
5589153,37449,0,,
5589261,17972,0,,
5589373,61948,0,,
5589413,32523,6,231332;231345;231325;231355;244973;231338,34164;34112;34076;34170;34165;34174
5589441,9637,6,231332;231345;231325;231355;244973;231338,34164;34112;34076;34170;34165;34174
5589448,61517,3,231299;231338;231339,34149;34076;34163
5589664,141234,0,,
5589668,26595,0,,
5589686,118082,5,231332;231345;231355;231338;231365,34112;34076;34170;34165;34053
5589723,52511,3,231299;231338;231339,34149;34076;34163
5589782,17365,0,,
5589935,2534,6,231353;231332;231345;231355;244973;231365,34112;34170;34136;34165;34053;34174
5590314,74380,0,,
5590417,54654,2,231299;231338,34149;34076
5590512,64453,0,,
5590592,136176,5,231332;231325;231355;244973;231338,34164;34112;34076;34165;34174
5590729,141452,0,,
5590762,119562,3,231299;231338;231339,34149;34076;34163
5590956,46388,0,,
5591069,53870,0,,
5591093,107159,7,231332;231299;231345;231355;244973;231338;231365,34149;34112;34076;34170;34165;34053;34174
5591109,68830,3,231299;231338;231339,34149;34076;34163
5591285,36913,7,231332;231345;231355;244973;231338;231365;231339,34112;34170;34165;34174;34076;34053;34163
5591297,51388,7,231299;231345;231325;231355;244973;231338;231365,34149;34170;34164;34165;34174;34076;34053
5591316,138419,2,231299;231353,34149;34136
5591433,140260,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
5591664,10069,0,,
5591831,17110,0,,
5591975,126641,0,,
5592408,52133,0,,
5592629,128550,3,231299;231338;231339,34149;34076;34163
5592785,10099,0,,
5592837,52817,4,231353;231332;231325;231338,34164;34112;34076;34136
5592843,54580,0,,
5592887,30835,0,,
5593202,121033,0,,
5593206,138880,0,,
5593270,75183,0,,
5593466,62137,5,231332;231299;231345;231355;244973,34149;34112;34170;34165;34174
5593503,35586,2,231299;231353,34149;34136
5593657,170,0,,
5593661,47879,0,,
5593699,23464,6,231353;231332;231345;231355;244973;231338,34112;34076;34170;34136;34165;34174
5593719,35637,6,231353;231332;231345;231325;244973;231338,34164;34112;34076;34170;34136;34174
5593757,65449,0,,
5593762,127663,5,231332;231299;231345;231338;231365,34149;34112;34076;34170;34053
5593795,54468,0,,
5594012,1394,6,231332;231299;231345;231355;244973;231339,34149;34112;34163;34170;34165;34174
6670766,118692,6,231332;231299;231345;231325;231355;244973,34149;34164;34112;34170;34165;34174
5594438,35289,0,,
5594724,64823,0,,
5594868,54482,0,,
5595186,41629,7,231332;231299;231345;231355;244973;231338;231365,34149;34112;34076;34170;34165;34053;34174
5595424,43,0,,
5595545,14743,0,,
5595726,116244,5,231332;231299;231345;244973;231339,34149;34112;34163;34170;34174
5595761,133074,6,231332;231345;231325;231355;244973;231338,34164;34112;34076;34170;34165;34174
5595873,50760,0,,
5595883,14321,7,231353;231332;231345;231325;231355;244973;231338,34136;34112;34170;34164;34165;34174;34076
5595991,119178,2,231299;231339,34149;34163
5596134,17210,3,231299;231338;231339,34149;34076;34163
5596262,74347,5,231332;231345;231325;231355;244973,34164;34112;34170;34165;34174
5596278,32174,0,,
5596279,121726,0,,
5596434,105420,2,231338;231339,34076;34163
5596470,54065,0,,
5596609,141474,6,231332;231345;231325;231355;244973;231339,34164;34112;34163;34170;34165;34174
5596619,66803,6,231332;231345;231325;244973;231338;231365,34164;34112;34076;34170;34053;34174
5596657,141473,0,,
5596755,141475,7,231332;231299;231345;231325;231355;244973;231365,34112;34149;34170;34164;34165;34174;34053
6603963,44932,7,231353;231332;231345;231325;231355;244973;231338,34136;34112;34170;34164;34165;34174;34076
5596875,72341,7,231332;231299;231325;231355;244973;231338;231365,34112;34149;34164;34165;34174;34076;34053
5596881,58983,0,,
5596890,62149,0,,
5597193,118231,2,231299;231338,34149;34076
5597225,2924,6,231332;231325;231355;244973;231338;231365,34164;34112;34076;34165;34053;34174
5597382,114817,7,231332;231299;231345;231355;244973;231338;231365,34149;34112;34076;34170;34165;34053;34174
5597442,140130,7,231332;231345;231325;231355;244973;231338;231339,34112;34170;34164;34165;34174;34076;34163
5597461,30984,0,,
5597931,119374,3,231299;231338;231339,34149;34076;34163
5642792,141477,0,,
5598114,109503,0,,
5598196,30283,0,,
5598354,141481,1,231355,34165
5598493,131523,0,,
5598713,112046,7,231299;231345;231325;231355;244973;231365;231339,34149;34170;34164;34165;34174;34053;34163
5598714,40442,0,,
5599035,135721,0,,
5599118,36266,0,,
5599369,9759,0,,
5599446,26295,0,,
5599552,61315,0,,
5599830,54044,7,231332;231299;231345;231355;244973;231338;231365,34112;34149;34170;34165;34174;34076;34053
5599907,133407,6,231332;231345;231355;244973;231338;231365,34112;34076;34170;34165;34053;34174
5599928,139972,0,,
5599984,63915,0,,
5600045,98579,0,,
6181125,65323,0,,
5600208,15,3,231299;231338;231339,34149;34076;34163
5600342,141486,6,231332;231299;244973;231338;231365;231339,34149;34112;34076;34163;34053;34174
5600354,17143,0,,
5600536,19485,0,,
5920646,40339,0,,
5600566,43495,0,,
5600581,31284,5,231332;231299;231345;231355;244973,34149;34112;34170;34165;34174
5900811,48890,0,,
5600892,119281,0,,
5601310,114879,4,231332;231325;231355;231338,34164;34112;34076;34165
5601489,61478,0,,
5601882,55709,0,,
5602067,7174,7,231332;231299;231345;231355;244973;231338;231365,34112;34149;34170;34165;34174;34076;34053
5602148,27809,0,,
5602344,52533,2,231299;231339,34149;34163
5602403,4238,0,,
5602429,23735,0,,
5602545,345,0,,
5602994,23460,0,,
5603101,36365,0,,
5603280,120545,0,,
5603530,103895,7,231332;231299;231345;231355;244973;231338;231365,34112;34149;34170;34165;34174;34076;34053
5603612,63747,0,,
5603814,47651,0,,
5603906,46401,3,231299;231338;231339,34149;34076;34163
5604037,48687,3,231299;231338;231339,34149;34076;34163
5604120,120715,7,231332;231299;231345;231355;244973;231338;231365,34112;34149;34170;34165;34174;34076;34053
5604179,5657,0,,
5604363,140457,0,,
5604459,117052,7,231332;231299;231325;231355;244973;231338;231365,34112;34149;34164;34165;34174;34076;34053
5604587,121675,3,231299;231338;231339,34149;34076;34163
5604650,5917,6,231299;231345;231355;244973;231338;231365,34149;34076;34170;34165;34053;34174
5604696,61838,4,231299;231338;231345;231365,34149;34076;34170;34053
5604736,112410,6,231353;231332;231325;231355;244973;231338,34164;34112;34076;34136;34165;34174
5604777,121824,0,,
5604856,54742,0,,
5605206,24098,0,,
5992811,52358,0,,
5605605,116268,0,,
6023003,3280,0,,
5605828,62485,0,,
5605831,7883,7,231353;231332;231325;231355;244973;231338;231365,34136;34112;34164;34165;34174;34076;34053
5605859,99571,7,231332;231299;231325;231355;244973;231338;231365,34112;34149;34164;34165;34174;34076;34053
6785946,140661,0,,
5606098,52018,0,,
5606467,138667,0,,
5606591,8231,0,,
5606889,118693,6,231332;231299;231355;244973;231365;231339,34149;34112;34163;34165;34053;34174
5607044,43146,7,231332;231345;231325;231355;244973;231338;231339,34112;34170;34164;34165;34174;34076;34163
5607113,54702,0,,
5607477,82395,0,,
5607522,19180,0,,
5607605,137851,0,,
5607617,124640,0,,
5607706,42056,0,,
5607757,22180,6,231353;231332;231325;244973;231338;231365,34164;34112;34076;34136;34053;34174
5607838,46987,0,,
5607893,135330,0,,
5607909,141509,8,231353;231332;231325;231355;244973;231338;231365;231339,34136;34112;34164;34165;34174;34076;34053;34163
5607958,29363,0,,
5608523,87225,6,231353;231332;231345;231325;231355;231365,34164;34112;34170;34136;34165;34053
5608586,54746,1,272895,34179
5731481,135917,0,,
5608907,43106,0,,
5609043,141362,0,,
5609114,43829,0,,
5609544,101378,0,,
5609555,141515,1,231355,34165
5609619,11220,4,231299;231325;231338;244973,34149;34164;34076;34174
5609796,138697,0,,
5609799,7838,5,231332;231325;231355;244973;231338,34164;34112;34076;34165;34174
5609859,62464,0,,
5610046,121208,6,231353;231332;231345;231325;231338;231365,34164;34112;34076;34170;34136;34053
5610070,91499,7,231353;231332;231345;231355;244973;231365;231339,34136;34112;34170;34165;34174;34053;34163
5610253,84802,0,,
5610430,40495,7,231332;231299;231345;231355;244973;231338;231365,34112;34149;34170;34165;34174;34076;34053
5610457,129807,6,231332;231299;231345;231355;244973;231338,34149;34112;34076;34170;34165;34174
5610626,47193,0,,
5610777,135019,0,,
5610847,4905,5,231299;231345;231355;244973;231338,34149;34076;34170;34165;34174
5610874,61659,7,231332;231299;231345;231355;244973;231338;231365,34149;34112;34076;34170;34165;34053;34174
5611678,53010,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
5612574,126648,0,,
5613045,139252,2,231299;231338,34149;34076
5613446,21402,0,,
5613760,30700,5,231332;231345;231355;244973;231338,34112;34076;34170;34165;34174
5613894,19784,0,,
5613992,62813,0,,
5614097,61970,0,,
5614242,119923,0,,
5614677,63488,5,231345;231355;244973;231338;231365,34076;34170;34165;34053;34174
5614797,127812,0,,
5615217,114496,0,,
5616655,40818,0,,
5616662,48016,5,231332;231345;231325;244973;231339,34164;34112;34163;34170;34174
5616929,2214,0,,
5617289,29351,0,,
5617608,31113,1,233800,34153
5618358,33093,3,231299;231338;231339,34149;34076;34163
5618382,43183,0,,
5618398,24140,0,,
5619043,22769,5,231325;231355;244973;231338;231365,34164;34076;34165;34053;34174
5619276,54288,7,231332;231299;231345;231325;231355;244973;231339,34112;34149;34170;34164;34165;34174;34163
5619691,89374,7,231332;231325;231355;244973;231338;231365;231339,34112;34164;34165;34174;34076;34053;34163
5619933,141057,0,,
5620671,62030,0,,
5621316,59472,0,,
5622838,12112,2,231338;231353,34076;34136
5623403,76350,0,,
5623999,21698,0,,
5624690,81053,2,231338;231353,34076;34136
5625442,114614,6,231353;231332;231325;231355;244973;231338,34164;34112;34076;34136;34165;34174
5625683,101883,0,,
5626099,129676,0,,
5626911,137631,0,,
5627976,40632,0,,
5628807,36442,0,,
5628878,49456,0,,
5629587,141034,6,231332;231325;231355;244973;231338;231365,34164;34112;34076;34165;34053;34174
5630671,139684,0,,
5630692,39081,6,231353;231332;231355;244973;231365;231339,34112;34163;34136;34165;34053;34174
5631445,60958,7,231332;231325;231355;244973;231338;231365;231339,34112;34164;34165;34174;34076;34053;34163
5631501,24041,0,,
5631838,5260,2,231338;231339,34076;34163
5632204,85912,0,,
5632244,26546,0,,
5632961,134311,2,231299;231338,34149;34076
6373076,7591,6,231332;231299;231345;231355;244973;231338,34149;34112;34076;34170;34165;34174
5633998,121819,0,,
5634792,27929,0,,
5634850,111111,1,272895,34179
5635350,106590,0,,
5636143,9085,0,,
5636157,43820,7,231332;231299;231345;231355;244973;231338;231365,34149;34112;34076;34170;34165;34053;34174
5636834,77628,0,,
5636931,2957,0,,
5637201,84860,3,231299;231338;231339,34149;34076;34163
5637290,141541,1,231339,34163
5637465,21184,7,231353;231332;231345;231325;244973;231338;231365,34136;34112;34170;34164;34174;34076;34053
5637466,41370,0,,
5638011,40698,3,231299;231338;231339,34149;34076;34163
5638658,115344,0,,
5638773,132060,6,231353;231332;231299;231345;231355;244973,34149;34112;34170;34136;34165;34174
5638899,40222,0,,
5639126,20647,0,,
5639843,141546,0,,
5640202,2975,7,231332;231299;231345;231355;244973;231338;231365,34149;34112;34076;34170;34165;34053;34174
5640280,23674,0,,
5640717,94157,0,,
5642553,19590,5,231332;231325;231355;244973;231338,34164;34112;34076;34165;34174
5642638,9347,4,231332;231345;231325;231338,34164;34112;34076;34170
5642696,84952,6,231332;231345;231325;244973;231338;231365,34164;34112;34076;34170;34053;34174
5642792,53320,0,,
5642944,137551,0,,
5643276,96410,3,231299;231338;231339,34149;34076;34163
5644107,121839,2,231299;231338,34149;34076
5644457,141550,7,231332;231299;231345;231355;244973;231338;231365,34149;34112;34076;34170;34165;34053;34174
6651740,52165,6,231353;231345;231325;231355;244973;231338,34164;34076;34170;34136;34165;34174
5644868,8371,7,231353;231332;231299;231345;231355;244973;231365,34136;34112;34149;34170;34165;34174;34053
5644925,64491,7,231353;231332;231345;231325;231355;244973;231338,34136;34112;34170;34164;34165;34174;34076
5645679,33913,0,,
5645716,134242,6,231332;231325;231355;244973;231338;231365,34164;34112;34076;34165;34053;34174
5645803,27490,5,231325;231332;231338;231345;231355,34164;34112;34076;34170;34165
5646002,121693,6,231332;231299;231345;231355;244973;231338,34149;34112;34076;34170;34165;34174
5646180,33214,0,,
5647304,115693,6,231332;231345;231325;231355;244973;231338,34164;34112;34076;34170;34165;34174
5647704,124221,0,,
5647787,127913,4,231339;231345;231355;244973,34163;34170;34165;34174
5648619,130489,0,,
5648909,141555,6,231332;231299;231345;231355;244973;231338,34149;34112;34076;34170;34165;34174
5649220,140462,5,231332;231345;231325;244973;231338,34164;34112;34076;34170;34174
5649589,27997,0,,
5649881,141561,0,,
5650913,76911,6,231332;231299;231325;231355;244973;231338,34149;34164;34112;34076;34165;34174
5652191,60889,0,,
5652816,9319,7,231332;231345;231325;244973;231338;231365;231339,34112;34170;34164;34174;34076;34053;34163
5653186,141567,0,,
5653763,16,0,,
5653853,108835,8,231332;231345;231325;231355;244973;231338;231365;231339,34112;34170;34164;34165;34174;34076;34053;34163
5653864,116114,6,231332;231299;231345;231355;244973;231365,34149;34112;34170;34165;34053;34174
5653932,62844,6,231332;231345;231325;231355;244973;231338,34164;34112;34076;34170;34165;34174
5653936,31818,6,231353;231299;231345;231355;244973;231365,34149;34170;34136;34165;34053;34174
5654298,86687,6,231332;231299;231355;244973;231338;231365,34149;34112;34076;34165;34053;34174
5654306,141570,7,231353;231332;231345;231325;231355;244973;231339,34136;34112;34170;34164;34165;34174;34163
5654553,23559,8,231353;231332;231325;231355;244973;231338;231365;231339,34136;34112;34164;34165;34174;34076;34053;34163
5654703,133961,0,,
5656045,64031,0,,
5656473,121763,0,,
6161196,22374,6,231353;231332;231345;231325;231355;244973,34164;34112;34170;34136;34165;34174
5656781,10127,0,,
5657130,127501,0,,
5657487,141571,5,231332;231345;231355;244973;231338,34112;34076;34170;34165;34174
5657854,125562,0,,
5657939,72078,0,,
5659030,416,0,,
5659233,8831,3,231299;231338;231339,34149;34076;34163
5659426,1750,5,231332;231325;231355;244973;231338,34164;34112;34076;34165;34174
5661324,4066,6,231332;231345;231325;231355;244973;231338,34164;34112;34076;34170;34165;34174
5661642,49178,0,,
5662012,27612,6,231332;231345;231355;244973;231365;231339,34112;34163;34170;34165;34053;34174
5662136,51949,0,,
5662261,125571,0,,
5662906,141584,0,,
5663489,134581,0,,
5664432,141575,0,,
5665341,81639,6,231353;231332;231345;231325;231355;244973,34164;34112;34170;34136;34165;34174
5665594,141591,6,231332;231299;231345;231325;231338;231365,34149;34164;34112;34076;34170;34053
5665795,29968,7,231332;231325;231355;244973;231338;231365;231339,34112;34164;34165;34174;34076;34053;34163
5666020,129323,7,231332;231299;231345;231355;244973;231338;231365,34149;34112;34076;34170;34165;34053;34174
5666039,50035,2,231355;231339,34163;34165
5666251,141581,2,231338;231339,34076;34163
5666731,118598,6,231299;231345;231355;244973;231338;231365,34149;34076;34170;34165;34053;34174
5666947,48520,0,,
5667345,122039,6,231332;231345;231325;244973;231338;231365,34164;34112;34076;34170;34053;34174
5667426,24352,2,231338;231353,34076;34136
5667576,42029,2,231299;231339,34149;34163
6513845,131983,5,231332;231345;231325;231355;244973,34164;34112;34170;34165;34174
5669201,141599,7,231332;231325;231355;244973;231338;231365;231339,34112;34164;34165;34174;34076;34053;34163
5670946,45736,3,231299;231338;231339,34149;34076;34163
5671807,124446,6,231332;231299;231345;231355;244973;231365,34149;34112;34170;34165;34053;34174
5672010,128766,0,,
5672181,35026,7,231332;231299;231345;231355;244973;231338;231365,34149;34112;34076;34170;34165;34053;34174
5674658,128680,7,231332;231299;231325;231355;244973;231338;231365,34112;34149;34164;34165;34174;34076;34053
5674854,112787,9,231353;231332;231299;231345;231325;244973;231338;231365;231339,34136;34112;34149;34170;34164;34174;34076;34053;34163
5675109,137937,0,,
5675293,121601,9,231353;231332;231345;231325;231355;244973;231338;231365;231339,34136;34112;34170;34164;34165;34174;34076;34053;34163
5675408,40742,0,,
5676455,82827,0,,
5676470,1640,2,231299;231338,34149;34076
5676748,100520,7,231332;231299;231345;231355;244973;231338;231365,34149;34112;34076;34170;34165;34053;34174
5677880,113035,7,231332;231299;231345;231355;244973;231338;231365,34149;34112;34076;34170;34165;34053;34174
5677968,31859,6,231332;231345;231355;244973;231338;231365,34112;34076;34170;34165;34053;34174
5679090,137738,0,,
5679759,24518,5,231345;231355;244973;231338;231365,34076;34170;34165;34053;34174
5679901,92621,3,231299;231338;231339,34149;34076;34163
5680753,45698,0,,
5681181,48750,0,,
5681884,139764,0,,
5682313,133297,1,231338,34076
5682624,137006,0,,
5683017,29934,0,,
5683281,141609,0,,
5683347,78492,0,,
5683533,45722,3,231299;231338;231339,34149;34076;34163
5683883,141617,0,,
5684820,59897,6,231332;231345;231325;231355;244973;231365,34164;34112;34170;34165;34053;34174
5685413,254,7,231353;231332;231299;231345;231325;231355;244973,34136;34112;34149;34170;34164;34165;34174
5686415,141618,9,231353;231332;231299;231345;231325;244973;231338;231365;231339,34136;34112;34149;34170;34164;34174;34076;34053;34163
5686738,62634,6,231332;231299;231345;231325;231355;231338,34149;34164;34112;34076;34170;34165
5687042,54416,7,231332;231299;231345;231355;244973;231338;231365,34149;34112;34076;34170;34165;34053;34174
5687117,139328,3,231299;231338;231339,34149;34076;34163
5687127,121118,3,231299;231338;231339,34149;34076;34163
5687169,1975,6,231353;231332;231345;231355;244973;231338,34112;34076;34170;34136;34165;34174
5687259,137463,0,,
5688124,38217,7,231332;231299;231345;231355;244973;231338;231365,34149;34112;34076;34170;34165;34053;34174
5688341,141624,6,231325;231332;231338;231355;231365;244973,34164;34112;34076;34165;34053;34174
5689159,125031,0,,
5689251,114494,5,231332;231355;244973;231338;231365,34112;34076;34165;34053;34174
5690655,96325,5,231332;231299;231355;231338;231365,34149;34112;34076;34165;34053
5690686,50700,5,231332;231299;231345;231355;244973,34149;34112;34170;34165;34174
5691073,118835,1,272895,34179
5691554,137600,6,231332;231299;231355;244973;231338;231365,34149;34112;34076;34165;34053;34174
5692531,40802,2,231299;231339,34149;34163
5693157,122007,3,231299;231338;231339,34149;34076;34163
5693673,62378,0,,
5693801,305,6,231332;231345;231355;244973;231338;231365,34112;34076;34170;34165;34053;34174
5693868,109331,0,,
5694149,32364,0,,
5696070,141620,0,,
5694848,83938,0,,
5695126,116278,6,231332;231325;231355;244973;231338;231365,34164;34112;34076;34165;34053;34174
5695179,86636,6,231332;231299;231355;244973;231338;231365,34149;34112;34076;34165;34053;34174
5695736,129243,0,,
5696070,141635,0,,
5697264,66077,0,,
5697889,133058,6,231299;231345;231325;231355;244973;231365,34149;34164;34170;34165;34053;34174
5698007,118949,6,231353;231332;231345;244973;231365;231339,34112;34163;34170;34136;34053;34174
6555032,141640,8,231353;231332;231299;231345;231355;244973;231365;231339,34136;34112;34149;34170;34165;34174;34053;34163
5699940,139492,2,231299;231338,34149;34076
5700733,87560,6,231299;231345;231355;244973;231338;231365,34149;34076;34170;34165;34053;34174
5701320,141641,0,,
5703286,64991,0,,
5703552,105382,0,,
5704089,74093,6,231353;231332;231345;231325;231355;244973,34164;34112;34170;34136;34165;34174
5705040,91193,0,,
5705657,48889,7,231353;231332;231299;231345;231325;231355;244973,34136;34112;34149;34170;34164;34165;34174
5706277,5535,3,231299;231338;231339,34149;34076;34163
5707375,141103,6,231332;231345;231355;244973;231338;231339,34112;34076;34163;34170;34165;34174
5982707,58450,9,231332;231299;231345;231325;231355;244973;231338;231365;231339,34112;34149;34170;34164;34165;34174;34076;34053;34163
5709696,54627,7,231332;231299;231345;231355;244973;231338;231365,34149;34112;34076;34170;34165;34053;34174
5710005,85319,0,,
5710237,132502,0,,
5710989,35422,0,,
5711671,34723,0,,
5713419,140723,7,231332;231299;231345;231355;244973;231338;231365,34149;34112;34076;34170;34165;34053;34174
5713646,141646,8,231332;231299;231345;231325;231355;244973;231338;231365,34112;34149;34170;34164;34165;34174;34076;34053
5715427,129774,6,231345;231325;231355;244973;231338;231365,34164;34076;34170;34165;34053;34174
5715793,141647,7,231332;231299;231325;231355;244973;231338;231365,34112;34149;34164;34165;34174;34076;34053
5717447,112778,7,231332;231299;231345;231355;244973;231338;231365,34149;34112;34076;34170;34165;34053;34174
